efo_otar_slim_id	efo_label	rs_classification
MONDO:0010718	absent radius-anogenital anomalies syndrome	02-disease-root
MONDO:0010720	partial androgen insensitivity syndrome	01-disease-subtype
MONDO:0010722	X-linked retinal dysplasia	02-disease-root
MONDO:0010725	X-linked retinoschisis	01-disease-subtype
MONDO:0010726	Rett syndrome	02-disease-root
MONDO:0010728	SCARF syndrome	02-disease-root
MONDO:0010729	X-linked intellectual disability, Schimke type	02-disease-root
MONDO:0010731	Simpson-Golabi-Behmel syndrome	01-disease-subtype
MONDO:0010732	spastic paraparesis-deafness syndrome	02-disease-root
MONDO:0010733	hereditary spastic paraplegia 2	01-disease-subtype
MONDO:0010735	Kennedy disease	01-disease-subtype
MONDO:0010738	spondylometaphyseal dysplasia, Golden type	02-disease-root
MONDO:0010742	pentalogy of Cantrell	02-disease-root
MONDO:0010743	thrombocytopenia 1	01-disease-subtype
MONDO:0010745	beta-thalassemia-X-linked thrombocytopenia syndrome	01-disease-subtype
MONDO:0010747	X-linked dystonia-parkinsonism	01-disease-subtype
MONDO:0010748	torticollis-keloids-cryptorchidism-renal dysplasia syndrome	02-disease-root
MONDO:0010749	trigonocephaly-short stature-developmental delay syndrome	02-disease-root
MONDO:0010750	ulnar hypoplasia-split foot syndrome	02-disease-root
MONDO:0010752	VACTERL association, X-linked, with or without hydrocephalus	01-disease-subtype
MONDO:0010753	cardiac valvular dysplasia, X-linked	01-disease-subtype
MONDO:0010754	van den Bosch syndrome	01-disease-subtype
MONDO:0010758	Wieacker-Wolff syndrome	01-disease-subtype
MONDO:0010759	Wildervanck syndrome	02-disease-root
MONDO:0010765	46,XY complete gonadal dysgenesis	02-disease-root
MONDO:0010771	histiocytoid cardiomyopathy	02-disease-root
MONDO:0010773	myopathy and diabetes mellitus	01-disease-subtype
MONDO:0010779	mitochondrial non-syndromic sensorineural hearing loss	01-disease-subtype
MONDO:0010780	mitochondrial myopathy with reversible cytochrome C oxidase deficiency	02-disease-root
MONDO:0010785	maternally-inherited diabetes and deafness	01-disease-subtype
MONDO:0010786	chronic diarrhea with villous atrophy	02-disease-root
MONDO:0010787	Kearns-Sayre syndrome	01-disease-subtype
MONDO:0010788	Leber hereditary optic neuropathy	02-disease-root
MONDO:0010789	MELAS syndrome	01-disease-subtype
MONDO:0010790	MERRF syndrome	01-disease-subtype
MONDO:0010792	lethal infantile mitochondrial myopathy	02-disease-root
MONDO:0010794	NARP syndrome	01-disease-subtype
MONDO:0010795	oncocytic neoplasm	03-disease-area
MONDO:0010796	Parkinson disease, mitochondrial	01-disease-subtype
MONDO:0010797	Pearson syndrome	02-disease-root
MONDO:0010798	proximal tubulopathy-diabetes mellitus-cerebellar ataxia syndrome	02-disease-root
MONDO:0010799	deafness, aminoglycoside-induced	02-disease-root
MONDO:0010801	spondylocamptodactyly syndrome	02-disease-root
MONDO:0010802	pancreatic hypoplasia-diabetes-congenital heart disease syndrome	01-disease-subtype
MONDO:0010803	Eiken syndrome	01-disease-subtype
MONDO:0010805	bladder exstrophy	01-disease-subtype
MONDO:0010808	fatal familial insomnia	01-disease-subtype
MONDO:0010813	pancreatic beta cell agenesis with neonatal diabetes mellitus	02-disease-root
MONDO:0010814	chondrodysplasia-pseudohermaphroditism syndrome	01-disease-subtype
MONDO:0010816	Qazi Markouizos syndrome	02-disease-root
MONDO:0010817	autosomal dominant nonsyndromic hearing loss 2A	01-disease-subtype
MONDO:0010823	rhizomelic chondrodysplasia punctata type 3	01-disease-subtype
MONDO:0010824	disorder of sex development-intellectual disability syndrome	01-disease-subtype
MONDO:0010825	atrioventricular defect-blepharophimosis-radial and anal defect syndrome	02-disease-root
MONDO:0010826	childhood absence epilepsy	02-disease-root
MONDO:0010829	CARASIL syndrome	01-disease-subtype
MONDO:0010830	neuronal ceroid lipofuscinosis 8	01-disease-subtype
MONDO:0010831	familial caudal dysgenesis	01-disease-subtype
MONDO:0010835	pterygium colli-intellectual disability-digital anomalies syndrome	02-disease-root
MONDO:0010839	autosomal dominant congenital benign spinal muscular atrophy	01-disease-subtype
MONDO:0010840	pachygyria-intellectual disability-epilepsy syndrome	02-disease-root
MONDO:0010842	multiple cutaneous and mucosal venous malformations	02-disease-root
MONDO:0010847	spinocerebellar ataxia type 4	01-disease-subtype
MONDO:0010848	spinocerebellar ataxia type 5	01-disease-subtype
MONDO:0010850	Tessier number 4 facial cleft	01-disease-subtype
MONDO:0010851	Lowry-MacLean syndrome	02-disease-root
MONDO:0010854	Toriello-Lacassie-Droste syndrome	02-disease-root
MONDO:0010855	short tarsus-absence of lower eyelashes syndrome	02-disease-root
MONDO:0010856	autosomal dominant polycystic kidney disease type 1 with tuberous sclerosis	01-disease-subtype
MONDO:0010857	semantic dementia	01-disease-subtype
MONDO:0010858	macrocephaly-spastic paraplegia-dysmorphism syndrome	01-disease-subtype
MONDO:0010865	pseudoaminopterin syndrome	02-disease-root
MONDO:0010866	infantile osteopetrosis with neuroaxonal dysplasia	01-disease-subtype
MONDO:0010867	PARC syndrome	02-disease-root
MONDO:0010870	tibial muscular dystrophy	01-disease-subtype
MONDO:0010876	recessive aplasia cutis congenita of limbs	02-disease-root
MONDO:0010877	Charcot-Marie-Tooth disease type 5	01-disease-subtype
MONDO:0010878	hereditary spastic paraplegia 6	01-disease-subtype
MONDO:0010879	CODAS syndrome	01-disease-subtype
MONDO:0010881	mesomelia-synostoses syndrome	01-disease-subtype
MONDO:0010882	aphalangy-syndactyly-microcephaly syndrome	02-disease-root
MONDO:0010885	angiokeratoma corporis diffusum with arteriovenous fistulas	02-disease-root
MONDO:0010886	2q37 microdeletion syndrome	01-disease-subtype
MONDO:0010887	isolated anterior cervical hypertrichosis	01-disease-subtype
MONDO:0010888	endometriosis of uterus	01-disease-subtype
MONDO:0010890	acrocardiofacial syndrome	02-disease-root
MONDO:0010891	lethal hemolytic anemia-genital anomalies syndrome	01-disease-subtype
MONDO:0010895	ABCD syndrome	02-disease-root
MONDO:0010896	pigment dispersion syndrome	02-disease-root
MONDO:0010898	Autosomal dominant epilepsy with auditory features	01-disease-subtype
MONDO:0010902	spondyloepiphyseal dysplasia, Reardon type	01-disease-subtype
MONDO:0010907	familial hypertryptophanemia	01-disease-subtype
MONDO:0010908	loose anagen syndrome	02-disease-root
MONDO:0010914	carnitine palmitoyl transferase II deficiency, severe infantile form	01-disease-subtype
MONDO:0010916	polycystic kidney disease 3 with or without polycystic liver disease	01-disease-subtype
MONDO:0010920	microtia	02-disease-root
MONDO:0010924	D-2-hydroxyglutaric aciduria	02-disease-root
MONDO:0010925	velo-facial-skeletal syndrome	02-disease-root
MONDO:0010926	familial hypocalciuric hypercalcemia 3	01-disease-subtype
MONDO:0010930	anophthalmia plus syndrome	02-disease-root
MONDO:0010932	progressive bifocal chorioretinal atrophy	02-disease-root
MONDO:0010933	autosomal recessive nonsyndromic hearing loss 4	01-disease-subtype
MONDO:0010938	T-B+ severe combined immunodeficiency due to JAK3 deficiency	01-disease-subtype
MONDO:0010939	low phospholipid associated cholelithiasis	01-disease-subtype
MONDO:0010940	inherited susceptibility to asthma	02-disease-root
MONDO:0010949	Charcot-Marie-Tooth disease type 2B	01-disease-subtype
MONDO:0010952	hereditary hyperferritinemia with congenital cataracts	01-disease-subtype
MONDO:0010953	Fanconi anemia complementation group E	01-disease-subtype
MONDO:0010959	van den Ende-Gupta syndrome	01-disease-subtype
MONDO:0010961	obesity due to prohormone convertase I deficiency	01-disease-subtype
MONDO:0010966	achondrogenesis type IB	01-disease-subtype
MONDO:0010967	autosomal recessive nonsyndromic hearing loss 7	01-disease-subtype
MONDO:0010971	infundibulopelvic stenosis-multicystic kidney syndrome	02-disease-root
MONDO:0010972	hydrocephalus-costovertebral dysplasia-Sprengel anomaly syndrome	02-disease-root
MONDO:0010976	epidermolysis bullosa simplex 1D, generalized, intermediate or severe, autosomal recessive	01-disease-subtype
MONDO:0010977	Brody myopathy	01-disease-subtype
MONDO:0010979	Timothy syndrome	01-disease-subtype
MONDO:0010981	absent tibia-polydactyly-arachnoid cyst syndrome	02-disease-root
MONDO:0010983	dystonia 9	01-disease-subtype
MONDO:0010986	autosomal recessive nonsyndromic hearing loss 9	01-disease-subtype
MONDO:0010988	aplasia cutis-myopia syndrome	01-disease-subtype
MONDO:0010989	Mayer-Rokitansky-Küster-Hauser syndrome type 2	01-disease-subtype
MONDO:0010993	Harrod syndrome	02-disease-root
MONDO:0010995	Charcot-Marie-Tooth disease type 1C	01-disease-subtype
MONDO:0010997	supranuclear palsy, progressive, 1	01-disease-subtype
MONDO:0010998	ALG3-CDG	01-disease-subtype
MONDO:0010999	fallot complex-intellectual disability-growth delay syndrome	02-disease-root
MONDO:0011004	lissencephaly type 3-metacarpal bone dysplasia syndrome	02-disease-root
MONDO:0011007	diaphragmatic defect-limb deficiency-skull defect syndrome	02-disease-root
MONDO:0011008	cleft lip/palate-intestinal malrotation-cardiopathy syndrome	02-disease-root
MONDO:0011010	Matthew-Wood syndrome	01-disease-subtype
MONDO:0011011	skeletal dysplasia-epilepsy-short stature syndrome	02-disease-root
MONDO:0011012	African iron overload	01-disease-subtype
MONDO:0011013	autosomal dominant hypocalcemia 1	01-disease-subtype
MONDO:0011014	pleuropulmonary blastoma	01-disease-subtype
MONDO:0011017	Naxos disease	01-disease-subtype
MONDO:0011018	brachyolmia-amelogenesis imperfecta syndrome	02-disease-root
MONDO:0011019	alopecia-intellectual disability-hypergonadotropic hypogonadism syndrome	02-disease-root
MONDO:0011020	osteoporosis-oculocutaneous hypopigmentation syndrome	02-disease-root
MONDO:0011022	Potocki-Shaffer syndrome	01-disease-subtype
MONDO:0011023	hereditary mixed polyposis syndrome	02-disease-root
MONDO:0011024	dermatitis herpetiformis, familial	01-disease-subtype
MONDO:0011025	Cayman type cerebellar ataxia	01-disease-subtype
MONDO:0011026	autosomal recessive congenital ichthyosis 4A	01-disease-subtype
MONDO:0011028	autosomal recessive limb-girdle muscular dystrophy type 2F	01-disease-subtype
MONDO:0011034	odontomicronychial dysplasia	01-disease-subtype
MONDO:0011035	neurofibromatosis-Noonan syndrome	01-disease-subtype
MONDO:0011038	cerebellar ataxia-areflexia-pes cavus-optic atrophy-sensorineural hearing loss syndrome	01-disease-subtype
MONDO:0011041	ectodermal dysplasia with natal teeth, Turnpenny type	02-disease-root
MONDO:0011045	MMEP syndrome	01-disease-subtype
MONDO:0011046	short stature, Brussels type	02-disease-root
MONDO:0011047	deafness-epiphyseal dysplasia-short stature syndrome	02-disease-root
MONDO:0011048	epilepsy-microcephaly-skeletal dysplasia syndrome	02-disease-root
MONDO:0011049	fine-Lubinsky syndrome	01-disease-subtype
MONDO:0011050	microcephaly-cardiac defect-lung malsegmentation syndrome	02-disease-root
MONDO:0011053	intellectual disability-sparse hair-brachydactyly syndrome	01-disease-subtype
MONDO:0011054	autosomal recessive amelia	02-disease-root
MONDO:0011055	distal monosomy 10p	01-disease-subtype
MONDO:0011059	holoprosencephaly-craniosynostosis syndrome	02-disease-root
MONDO:0011060	early-onset non-syndromic cataract	01-disease-subtype
MONDO:0011062	aprosencephaly cerebellar dysgenesis	02-disease-root
MONDO:0011063	hidrotic ectodermal dysplasia, Christianson-Fourie type	02-disease-root
MONDO:0011064	lethal chondrodysplasia, Seller type	02-disease-root
MONDO:0011065	Hunter-McAlpine craniosynostosis	02-disease-root
MONDO:0011066	Charcot-Marie-Tooth disease type 4B1	01-disease-subtype
MONDO:0011071	hereditary thrombocytopenia and hematologic cancer predisposition syndrome	01-disease-subtype
MONDO:0011074	autosomal dominant nonsyndromic hearing loss 7	01-disease-subtype
MONDO:0011076	myofibrillar myopathy 1	01-disease-subtype
MONDO:0011079	rhizomelic dysplasia, Patterson-Lowry type	02-disease-root
MONDO:0011080	progressive deafness with stapes fixation	02-disease-root
MONDO:0011081	dislocation of the hip-dysmorphism syndrome	02-disease-root
MONDO:0011082	oculoauriculofrontonasal syndrome	01-disease-subtype
MONDO:0011083	trichodental syndrome	01-disease-subtype
MONDO:0011085	Charcot-Marie-Tooth disease type 4D	01-disease-subtype
MONDO:0011086	severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-negative, NK cell-positive	01-disease-subtype
MONDO:0011090	isolated hereditary congenital facial paralysis	02-disease-root
MONDO:0011091	Charcot-Marie-Tooth disease type 2D	01-disease-subtype
MONDO:0011093	mucopolysaccharidosis type 9	01-disease-subtype
MONDO:0011096	autosomal agammaglobulinemia	01-disease-subtype
MONDO:0011099	human HOXA1 syndromes	02-disease-root
MONDO:0011101	peroxisome biogenesis disorder 1B	01-disease-subtype
MONDO:0011106	facial dysmorphism-lens dislocation-anterior segment abnormalities-spontaneous filtering blebs syndrome	02-disease-root
MONDO:0011107	congenital hypotrichosis with juvenile macular dystrophy	01-disease-subtype
MONDO:0011108	Stüve-Wiedemann syndrome	01-disease-subtype
MONDO:0011109	multiple epiphyseal dysplasia, Lowry type	01-disease-subtype
MONDO:0011110	dyssegmental dysplasia-glaucoma syndrome	02-disease-root
MONDO:0011113	Charcot-Marie-Tooth disease type 4C	01-disease-subtype
MONDO:0011114	familial multiple trichoepithelioma	01-disease-subtype
MONDO:0011116	lung agenesis-heart defect-thumb anomalies syndrome	01-disease-subtype
MONDO:0011119	iridogoniodysgenesis	03-disease-area
MONDO:0011124	spondyloepimetaphyseal dysplasia-abnormal dentition syndrome	01-disease-subtype
MONDO:0011128	Sheldon-hall syndrome	01-disease-subtype
MONDO:0011131	tricho-oculo-dermo-vertebral syndrome	02-disease-root
MONDO:0011132	T-cell immunodeficiency, congenital alopecia, and nail dystrophy	02-disease-root
MONDO:0011133	deaf blind hypopigmentation syndrome, Yemenite type	02-disease-root
MONDO:0011134	Curry-Jones syndrome	02-disease-root
MONDO:0011136	Quebec platelet disorder	01-disease-subtype
MONDO:0011142	Ehlers-Danlos syndrome, musculocontractural type	01-disease-subtype
MONDO:0011144	ceroid lipofuscinosis, neuronal, 6A	01-disease-subtype
MONDO:0011145	colobomatous microphthalmia - obesity - hypogenitalism - intellectual disability syndrome	01-disease-subtype
MONDO:0011146	tetrasomy 12p	01-disease-subtype
MONDO:0011147	chromosome 18q deletion syndrome	01-disease-subtype
MONDO:0011150	acroosteolysis-keloid-like lesions-premature aging syndrome	02-disease-root
MONDO:0011152	PHGDH deficiency	01-disease-subtype
MONDO:0011153	hyperinsulinemic hypoglycemia, familial, 2	01-disease-subtype
MONDO:0011154	acrofacial dysostosis, Palagonia type	01-disease-subtype
MONDO:0011156	progressive familial intrahepatic cholestasis type 2	01-disease-subtype
MONDO:0011157	Gomez-Lopez-Hernandez syndrome	02-disease-root
MONDO:0011163	malignant hyperthermia, susceptibility to, 5	01-disease-subtype
MONDO:0011166	lymphedema-atrial septal defects-facial changes syndrome	01-disease-subtype
MONDO:0011169	keratosis linearis-ichthyosis congenita-sclerosing keratoderma syndrome	01-disease-subtype
MONDO:0011170	autosomal recessive limb-girdle muscular dystrophy type 2G	01-disease-subtype
MONDO:0011171	odonto-tricho-ungual-digito-palmar syndrome	02-disease-root
MONDO:0011173	thrombocythemia 2	01-disease-subtype
MONDO:0011176	intestinal hypomagnesemia 1	01-disease-subtype
MONDO:0011178	infantile convulsions and choreoathetosis	01-disease-subtype
MONDO:0011182	trimethylaminuria	01-disease-subtype
MONDO:0011184	childhood apraxia of speech	01-disease-subtype
MONDO:0011185	Thiel-Behnke corneal dystrophy	01-disease-subtype
MONDO:0011190	nephronophthisis 2	01-disease-subtype
MONDO:0011191	capillary infantile hemangioma	02-disease-root
MONDO:0011193	cone dystrophy 3	01-disease-subtype
MONDO:0011197	hereditary thermosensitive neuropathy	02-disease-root
MONDO:0011198	spondyloepimetaphyseal dysplasia, Missouri type	01-disease-subtype
MONDO:0011200	torsion dystonia 7	01-disease-subtype
MONDO:0011202	RHYNS syndrome	02-disease-root
MONDO:0011208	malignant atrophic papulosis	02-disease-root
MONDO:0011211	axial spondylometaphyseal dysplasia	02-disease-root
MONDO:0011213	Pierpont syndrome	02-disease-root
MONDO:0011214	progressive familial intrahepatic cholestasis type 3	01-disease-subtype
MONDO:0011215	osteocraniostenosis	02-disease-root
MONDO:0011216	hemochromatosis type 2A	01-disease-subtype
MONDO:0011217	desmosterolosis	01-disease-subtype
MONDO:0011218	autosomal recessive congenital ichthyosis 11	01-disease-subtype
MONDO:0011219	Fried's tooth and nail syndrome	02-disease-root
MONDO:0011223	amyotrophic lateral sclerosis type 4	01-disease-subtype
MONDO:0011225	severe combined immunodeficiency due to DCLRE1C deficiency	01-disease-subtype
MONDO:0011227	short stature-auditory canal atresia-mandibular hypoplasia-skeletal anomalies syndrome	02-disease-root
MONDO:0011229	ethylmalonic encephalopathy	01-disease-subtype
MONDO:0011235	pelvic dysplasia-arthrogryposis of lower limbs syndrome	02-disease-root
MONDO:0011236	hyperinsulinism due to glucokinase deficiency	01-disease-subtype
MONDO:0011240	megalencephaly-capillary malformation-polymicrogyria syndrome	02-disease-root
MONDO:0011242	Bartter disease type 4a	01-disease-subtype
MONDO:0011243	grange syndrome	02-disease-root
MONDO:0011244	Marshall-Smith syndrome	01-disease-subtype
MONDO:0011246	megaconial type congenital muscular dystrophy	01-disease-subtype
MONDO:0011248	distal monosomy 13q	01-disease-subtype
MONDO:0011252	spondyloepimetaphyseal dysplasia, Shohat type	01-disease-subtype
MONDO:0011253	craniomicromelic syndrome	02-disease-root
MONDO:0011255	mandibulofacial dysostosis-macroblepharon-macrostomia syndrome	01-disease-subtype
MONDO:0011257	MPI-CDG	01-disease-subtype
MONDO:0011261	spondyloepiphyseal dysplasia with coronal craniosynostosis, cataracts, cleft palate, and intellectual disability	01-disease-subtype
MONDO:0011264	torsion dystonia 6	01-disease-subtype
MONDO:0011266	myotonic dystrophy type 2	01-disease-subtype
MONDO:0011271	rigid spine muscular dystrophy 1	01-disease-subtype
MONDO:0011273	H syndrome	01-disease-subtype
MONDO:0011274	Muenke syndrome	02-disease-root
MONDO:0011275	acromesomelic dysplasia 1, Maroteaux type	01-disease-subtype
MONDO:0011283	mitochondrial DNA depletion syndrome 1	01-disease-subtype
MONDO:0011287	craniosynostosis-anal anomalies-porokeratosis syndrome	02-disease-root
MONDO:0011291	congenital disorder of glycosylation type 1C	01-disease-subtype
MONDO:0011299	Huntington disease-like 1	02-disease-root
MONDO:0011301	pseudohypoparathyroidism type 1B	01-disease-subtype
MONDO:0011303	focal segmental glomerulosclerosis 1	01-disease-subtype
MONDO:0011308	GRACILE syndrome	02-disease-root
MONDO:0011309	familial gestational hyperthyroidism	01-disease-subtype
MONDO:0011320	radioulnar synostosis-microcephaly-scoliosis syndrome	02-disease-root
MONDO:0011323	arhinia, choanal atresia, and microphthalmia	02-disease-root
MONDO:0011327	neuronal intranuclear inclusion disease	02-disease-root
MONDO:0011330	spinocerebellar ataxia type 10	01-disease-subtype
MONDO:0011334	limb-mammary syndrome	01-disease-subtype
MONDO:0011335	spondyloepimetaphyseal dysplasia with multiple dislocations	01-disease-subtype
MONDO:0011338	Omenn syndrome	01-disease-subtype
MONDO:0011339	hereditary spastic paraplegia 8	01-disease-subtype
MONDO:0011340	congenital tracheal stenosis	02-disease-root
MONDO:0011342	SLC35A1-CDG	01-disease-subtype
MONDO:0011346	xanthinuria type II	01-disease-subtype
MONDO:0011348	non-syndromic polydactyly	03-disease-area
MONDO:0011359	acromelic frontonasal dysostosis	01-disease-subtype
MONDO:0011362	myopathy, myofibrillar, 9, with early respiratory failure	01-disease-subtype
MONDO:0011365	blepharophimosis - intellectual disability syndrome, SBBYS type	01-disease-subtype
MONDO:0011369	hypercholesterolemia, autosomal dominant, 3	01-disease-subtype
MONDO:0011376	ventricular fibrillation, paroxysmal familial, type 1	01-disease-subtype
MONDO:0011377	long QT syndrome 3	01-disease-subtype
MONDO:0011380	leukoencephalopathy with vanishing white matter	02-disease-root
MONDO:0011381	dominant beta-thalassemia	01-disease-subtype
MONDO:0011382	sickle cell anemia	01-disease-subtype
MONDO:0011383	autoimmune lymphoproliferative syndrome type 2A	01-disease-subtype
MONDO:0011391	megalencephalic leukoencephalopathy with subcortical cysts	01-disease-subtype
MONDO:0011393	hypoalphalipoproteinemia, primary, 1	01-disease-subtype
MONDO:0011396	loricrin keratoderma	01-disease-subtype
MONDO:0011397	autosomal dominant cerebellar ataxia, deafness and narcolepsy	01-disease-subtype
MONDO:0011398	dystrophic epidermolysis bullosa pruriginosa	01-disease-subtype
MONDO:0011399	alpha thalassemia	02-disease-root
MONDO:0011402	congenital cataracts-facial dysmorphism-neuropathy syndrome	01-disease-subtype
MONDO:0011405	poikiloderma with neutropenia	01-disease-subtype
MONDO:0011408	hereditary spastic paraplegia 10	01-disease-subtype
MONDO:0011411	Chudley-McCullough syndrome	02-disease-root
MONDO:0011412	familial encephalopathy with neuroserpin inclusion bodies	01-disease-subtype
MONDO:0011414	Peters anomaly	01-disease-subtype
MONDO:0011417	hemochromatosis type 3	01-disease-subtype
MONDO:0011420	short stature due to partial GHR deficiency	01-disease-subtype
MONDO:0011422	autosomal recessive proximal renal tubular acidosis	01-disease-subtype
MONDO:0011423	autosomal recessive limb-girdle muscular dystrophy type 2E	01-disease-subtype
MONDO:0011424	Carney triad	02-disease-root
MONDO:0011426	aceruloplasminemia	01-disease-subtype
MONDO:0011428	ectrodactyly, ectodermal dysplasia, and cleft lip-palate syndrome 3	01-disease-subtype
MONDO:0011430	pulverulent cataract	01-disease-subtype
MONDO:0011431	MASS syndrome	02-disease-root
MONDO:0011432	blepharophimosis - intellectual disability syndrome, Verloes type	01-disease-subtype
MONDO:0011436	autosomal recessive distal spinal muscular atrophy 1	01-disease-subtype
MONDO:0011439	spinocerebellar ataxia type 12	01-disease-subtype
MONDO:0011445	hereditary spastic paraplegia 11	01-disease-subtype
MONDO:0011448	PPARG-related familial partial lipodystrophy	01-disease-subtype
MONDO:0011449	Salla disease	01-disease-subtype
MONDO:0011450	breast-ovarian cancer, familial, susceptibility to, 1	01-disease-subtype
MONDO:0011454	patent ductus arteriosus-bicuspid aortic valve-hand anomalies syndrome	01-disease-subtype
MONDO:0011457	ataxia-telangiectasia-like disorder	02-disease-root
MONDO:0011459	arrhythmogenic right ventricular dysplasia 5	01-disease-subtype
MONDO:0011462	pyogenic arthritis-pyoderma gangrenosum-acne syndrome	01-disease-subtype
MONDO:0011464	spinocerebellar ataxia type 11	01-disease-subtype
MONDO:0011466	distal myopathy, Welander type	02-disease-root
MONDO:0011468	hereditary motor and sensory neuropathy, Okinawa type	01-disease-subtype
MONDO:0011469	congenital amegakaryocytic thrombocytopenia	01-disease-subtype
MONDO:0011472	epidermolysis bullosa simplex due to plakophilin deficiency	01-disease-subtype
MONDO:0011475	Charcot-Marie-Tooth disease type 4B2	01-disease-subtype
MONDO:0011476	MHC class I deficiency	02-disease-root
MONDO:0011481	craniosynostosis 2	02-disease-root
MONDO:0011484	catecholaminergic polymorphic ventricular tachycardia 1	01-disease-subtype
MONDO:0011486	congenital muscular dystrophy 1B	02-disease-root
MONDO:0011487	Huntington disease-like 3	02-disease-root
MONDO:0011489	hereditary spastic paraplegia 12	01-disease-subtype
MONDO:0011493	Stickler syndrome type 2	01-disease-subtype
MONDO:0011496	mild spondyloepiphyseal dysplasia due to COL2A1 mutation with early-onset osteoarthritis	01-disease-subtype
MONDO:0011497	hereditary North American Indian childhood cirrhosis	01-disease-subtype
MONDO:0011499	Okamoto syndrome	02-disease-root
MONDO:0011500	Becker nevus syndrome	02-disease-root
MONDO:0011501	wormian bone-multiple fractures-dentinogenesis imperfecta-skeletal dysplasia	02-disease-root
MONDO:0011504	NDE1-related microhydranencephaly	01-disease-subtype
MONDO:0011506	familial infantile myoclonic epilepsy	01-disease-subtype
MONDO:0011510	Bohring-Opitz syndrome	02-disease-root
MONDO:0011512	Brooke-Spiegler syndrome	01-disease-subtype
MONDO:0011517	pseudohyperaldosteronism type 2	01-disease-subtype
MONDO:0011518	Wiedemann-Steiner syndrome	02-disease-root
MONDO:0011522	hereditary spastic paraplegia 14	01-disease-subtype
MONDO:0011524	Dianzani autoimmune lymphoproliferative disease	02-disease-root
MONDO:0011527	Charcot-Marie-Tooth disease type 4E	01-disease-subtype
MONDO:0011528	hyper-IgM syndrome type 2	01-disease-subtype
MONDO:0011529	spinocerebellar ataxia type 13	01-disease-subtype
MONDO:0011530	mesomelic dysplasia, Savarirayan type	02-disease-root
MONDO:0011532	hereditary spastic paraplegia 13	01-disease-subtype
MONDO:0011533	temtamy preaxial brachydactyly syndrome	01-disease-subtype
MONDO:0011534	Charcot-Marie-Tooth disease type 4G	01-disease-subtype
MONDO:0011537	macrocephaly-autism syndrome	02-disease-root
MONDO:0011539	nemaline myopathy 5	01-disease-subtype
MONDO:0011540	spinocerebellar ataxia type 14	01-disease-subtype
MONDO:0011541	dilated cardiomyopathy 1J	02-disease-root
MONDO:0011551	TH-deficient dopa-responsive dystonia	01-disease-subtype
MONDO:0011555	radio-ulnar synostosis-amegakaryocytic thrombocytopenia syndrome	02-disease-root
MONDO:0011559	benign recurrent intrahepatic cholestasis type 2	01-disease-subtype
MONDO:0011569	Charcot-Marie-Tooth disease type 2B1	01-disease-subtype
MONDO:0011570	Charcot-Marie-Tooth disease type 2B2	01-disease-subtype
MONDO:0011571	deafness, autosomal dominant 39, with dentinogenesis imperfecta 1	01-disease-subtype
MONDO:0011575	cerebrooculonasal syndrome	02-disease-root
MONDO:0011576	familial hyperaldosteronism type II	01-disease-subtype
MONDO:0011577	myopathy, proximal, and ophthalmoplegia	01-disease-subtype
MONDO:0011578	familial papillary thyroid carcinoma with renal papillary neoplasia	01-disease-subtype
MONDO:0011579	late-onset retinal degeneration	02-disease-root
MONDO:0011581	arrhythmogenic cardiomyopathy with woolly hair and keratoderma	01-disease-subtype
MONDO:0011582	multiple mitochondrial dysfunctions syndrome 1	01-disease-subtype
MONDO:0011583	cerebral amyloid angiopathy, APP-related	01-disease-subtype
MONDO:0011584	Fanconi anemia complementation group D1	01-disease-subtype
MONDO:0011585	autosomal recessive distal spinal muscular atrophy 2	01-disease-subtype
MONDO:0011595	nonsyndromic congenital nail disorder 7	01-disease-subtype
MONDO:0011599	birdshot chorioretinopathy	01-disease-subtype
MONDO:0011601	neonatal intrahepatic cholestasis due to citrin deficiency	01-disease-subtype
MONDO:0011603	GNE myopathy	01-disease-subtype
MONDO:0011604	spondylo-ocular syndrome	01-disease-subtype
MONDO:0011605	generalized basaloid follicular hamartoma syndrome	02-disease-root
MONDO:0011610	dimethylglycine dehydrogenase deficiency	01-disease-subtype
MONDO:0011612	glycine encephalopathy	01-disease-subtype
MONDO:0011614	3-hydroxy-3-methylglutaryl-CoA synthase deficiency	01-disease-subtype
MONDO:0011615	East Texas bleeding disorder	02-disease-root
MONDO:0011620	metaphyseal dysplasia, Braun-Tinschert type	02-disease-root
MONDO:0011621	acropectoral syndrome	02-disease-root
MONDO:0011624	transaldolase deficiency	01-disease-subtype
MONDO:0011628	propionic acidemia	02-disease-root
MONDO:0011629	MOGS-CDG	01-disease-subtype
MONDO:0011631	hemochromatosis type 4	01-disease-subtype
MONDO:0011633	Charcot-Marie-Tooth disease axonal type 2C	01-disease-subtype
MONDO:0011634	rippling muscle disease	02-disease-root
MONDO:0011638	neuroferritinopathy	01-disease-subtype
MONDO:0011640	genitopatellar syndrome	01-disease-subtype
MONDO:0011652	Phelan-McDermid syndrome	01-disease-subtype
MONDO:0011663	juvenile primary lateral sclerosis	01-disease-subtype
MONDO:0011664	immunodeficiency due to CD25 deficiency	02-disease-root
MONDO:0011667	maturity-onset diabetes of the young type 4	01-disease-subtype
MONDO:0011668	maturity-onset diabetes of the young type 6	01-disease-subtype
MONDO:0011669	hypotonia-cystinuria syndrome	01-disease-subtype
